game,agent_mark,ply,board,player,action,after
331,O,5,..XXO.O..,X,1,.XXXO.O..
331,O,6,.XXXO.O..,O,8,.XXXO.O.O
331,O,7,.XXXO.O.O,X,7,.XXXO.OXO
331,O,8,.XXXO.OXO,O,0,OXXXO.OXO
332,X,1,.........,X,4,....X....
332,X,2,....X....,O,2,..O.X....
332,X,3,..O.X....,X,1,.XO.X....
332,X,4,.XO.X....,O,8,.XO.X...O
332,X,5,.XO.X...O,X,7,.XO.X..XO
333,O,1,.........,X,8,........X
333,O,2,........X,O,4,....O...X
333,O,3,....O...X,X,5,....OX..X
333,O,4,....OX..X,O,2,..O.OX..X
333,O,5,..O.OX..X,X,7,..O.OX.XX
333,O,6,..O.OX.XX,O,3,..OOOX.XX
333,O,7,..OOOX.XX,X,1,.XOOOX.XX
333,O,8,.XOOOX.XX,O,0,OXOOOX.XX
333,O,9,OXOOOX.XX,X,6,OXOOOXXXX
334,X,1,.........,X,4,....X....
334,X,2,....X....,O,2,..O.X....
334,X,3,..O.X....,X,1,.XO.X....
334,X,4,.XO.X....,O,0,OXO.X....
334,X,5,OXO.X....,X,3,OXOXX....
334,X,6,OXOXX....,O,6,OXOXX.O..
334,X,7,OXOXX.O..,X,7,OXOXX.OX.
335,O,1,.........,X,0,X........
335,O,2,X........,O,2,X.O......
335,O,3,X.O......,X,1,XXO......
335,O,4,XXO......,O,4,XXO.O....
335,O,5,XXO.O....,X,7,XXO.O..X.
335,O,6,XXO.O..X.,O,8,XXO.O..XO
335,O,7,XXO.O..XO,X,3,XXOXO..XO
335,O,8,XXOXO..XO,O,6,XXOXO.OXO
336,X,1,.........,X,4,....X....
336,X,2,....X....,O,5,....XO...
336,X,3,....XO...,X,8,....XO..X
336,X,4,....XO..X,O,7,....XO.OX
336,X,5,....XO.OX,X,3,...XXO.OX
336,X,6,...XXO.OX,O,1,.O.XXO.OX
336,X,7,.O.XXO.OX,X,2,.OXXXO.OX
336,X,8,.OXXXO.OX,O,6,.OXXXOOOX
336,X,9,.OXXXOOOX,X,0,XOXXXOOOX
337,O,1,.........,X,1,.X.......
337,O,2,.X.......,O,2,.XO......
337,O,3,.XO......,X,5,.XO..X...
337,O,4,.XO..X...,O,8,.XO..X..O
337,O,5,.XO..X..O,X,0,XXO..X..O
337,O,6,XXO..X..O,O,4,XXO.OX..O
337,O,7,XXO.OX..O,X,3,XXOXOX..O
337,O,8,XXOXOX..O,O,6,XXOXOXO.O
338,X,1,.........,X,4,....X....
338,X,2,....X....,O,0,O...X....
338,X,3,O...X....,X,1,OX..X....
338,X,4,OX..X....,O,7,OX..X..O.
338,X,5,OX..X..O.,X,3,OX.XX..O.
338,X,6,OX.XX..O.,O,8,OX.XX..OO
338,X,7,OX.XX..OO,X,6,OX.XX.XOO
338,X,8,OX.XX.XOO,O,2,OXOXX.XOO
338,X,9,OXOXX.XOO,X,5,OXOXXXXOO
339,O,1,.........,X,7,.......X.
339,O,2,.......X.,O,0,O......X.
339,O,3,O......X.,X,5,O....X.X.
339,O,4,O....X.X.,O,2,O.O..X.X.
339,O,5,O.O..X.X.,X,1,OXO..X.X.
339,O,6,OXO..X.X.,O,6,OXO..XOX.
339,O,7,OXO..XOX.,X,3,OXOX.XOX.
339,O,8,OXOX.XOX.,O,4,OXOXOXOX.
340,X,1,.........,X,4,....X....
340,X,2,....X....,O,6,....X.O..
340,X,3,....X.O..,X,8,....X.O.X
340,X,4,....X.O.X,O,2,..O.X.O.X
340,X,5,..O.X.O.X,X,5,..O.XXO.X
340,X,6,..O.XXO.X,O,1,.OO.XXO.X
340,X,7,.OO.XXO.X,X,0,XOO.XXO.X
341,O,1,.........,X,1,.X.......
341,O,2,.X.......,O,2,.XO......
341,O,3,.XO......,X,7,.XO....X.
341,O,4,.XO....X.,O,0,OXO....X.
341,O,5,OXO....X.,X,5,OXO..X.X.
341,O,6,OXO..X.X.,O,6,OXO..XOX.
341,O,7,OXO..XOX.,X,8,OXO..XOXX
341,O,8,OXO..XOXX,O,4,OXO.OXOXX
342,X,1,.........,X,4,....X....
342,X,2,....X....,O,5,....XO...
342,X,3,....XO...,X,8,....XO..X
342,X,4,....XO..X,O,6,....XOO.X
342,X,5,....XOO.X,X,0,X...XOO.X
343,O,1,.........,X,1,.X.......
343,O,2,.X.......,O,2,.XO......
343,O,3,.XO......,X,7,.XO....X.
343,O,4,.XO....X.,O,0,OXO....X.
343,O,5,OXO....X.,X,5,OXO..X.X.
343,O,6,OXO..X.X.,O,6,OXO..XOX.
343,O,7,OXO..XOX.,X,3,OXOX.XOX.
343,O,8,OXOX.XOX.,O,4,OXOXOXOX.
344,X,1,.........,X,4,....X....
344,X,2,....X....,O,0,O...X....
344,X,3,O...X....,X,1,OX..X....
344,X,4,OX..X....,O,2,OXO.X....
344,X,5,OXO.X....,X,3,OXOXX....
344,X,6,OXOXX....,O,5,OXOXXO...
344,X,7,OXOXXO...,X,7,OXOXXO.X.
345,O,1,.........,X,5,.....X...
345,O,2,.....X...,O,8,.....X..O
345,O,3,.....X..O,X,1,.X...X..O
345,O,4,.X...X..O,O,7,.X...X.OO
345,O,5,.X...X.OO,X,6,.X...XXOO
345,O,6,.X...XXOO,O,0,OX...XXOO
345,O,7,OX...XXOO,X,2,OXX..XXOO
345,O,8,OXX..XXOO,O,4,OXX.OXXOO
346,X,1,.........,X,4,....X....
346,X,2,....X....,O,3,...OX....
346,X,3,...OX....,X,8,...OX...X
346,X,4,...OX...X,O,2,..OOX...X
346,X,5,..OOX...X,X,1,.XOOX...X
346,X,6,.XOOX...X,O,5,.XOOXO..X
346,X,7,.XOOXO..X,X,0,XXOOXO..X
347,O,1,.........,X,6,......X..
347,O,2,......X..,O,5,.....OX..
347,O,3,.....OX..,X,3,...X.OX..
347,O,4,...X.OX..,O,7,...X.OXO.
347,O,5,...X.OXO.,X,2,..XX.OXO.
347,O,6,..XX.OXO.,O,0,O.XX.OXO.
347,O,7,O.XX.OXO.,X,1,OXXX.OXO.
347,O,8,OXXX.OXO.,O,4,OXXXOOXO.
347,O,9,OXXXOOXO.,X,8,OXXXOOXOX
348,X,1,.........,X,4,....X....
348,X,2,....X....,O,3,...OX....
348,X,3,...OX....,X,8,...OX...X
348,X,4,...OX...X,O,6,...OX.O.X
348,X,5,...OX.O.X,X,0,X..OX.O.X
349,O,1,.........,X,0,X........
349,O,2,X........,O,2,X.O......
349,O,3,X.O......,X,4,X.O.X....
349,O,4,X.O.X....,O,8,X.O.X...O
349,O,5,X.O.X...O,X,6,X.O.X.X.O
349,O,6,X.O.X.X.O,O,5,X.O.XOX.O
350,X,1,.........,X,4,....X....
350,X,2,....X....,O,0,O...X....
350,X,3,O...X....,X,1,OX..X....
350,X,4,OX..X....,O,3,OX.OX....
350,X,5,OX.OX....,X,7,OX.OX..X.
351,O,1,.........,X,2,..X......
351,O,2,..X......,O,7,..X....O.
351,O,3,..X....O.,X,3,..XX...O.
351,O,4,..XX...O.,O,5,..XX.O.O.
351,O,5,..XX.O.O.,X,8,..XX.O.OX
351,O,6,..XX.O.OX,O,1,.OXX.O.OX
351,O,7,.OXX.O.OX,X,4,.OXXXO.OX
351,O,8,.OXXXO.OX,O,6,.OXXXOOOX
351,O,9,.OXXXOOOX,X,0,XOXXXOOOX
352,X,1,.........,X,4,....X....
352,X,2,....X....,O,8,....X...O
352,X,3,....X...O,X,5,....XX..O
352,X,4,....XX..O,O,3,...OXX..O
352,X,5,...OXX..O,X,2,..XOXX..O
352,X,6,..XOXX..O,O,0,O.XOXX..O
352,X,7,O.XOXX..O,X,6,O.XOXXX.O
353,O,1,.........,X,0,X........
353,O,2,X........,O,2,X.O......
353,O,3,X.O......,X,4,X.O.X....
353,O,4,X.O.X....,O,8,X.O.X...O
353,O,5,X.O.X...O,X,3,X.OXX...O
353,O,6,X.OXX...O,O,5,X.OXXO..O
354,X,1,.........,X,4,....X....
354,X,2,....X....,O,7,....X..O.
354,X,3,....X..O.,X,5,....XX.O.
354,X,4,....XX.O.,O,1,.O..XX.O.
354,X,5,.O..XX.O.,X,0,XO..XX.O.
354,X,6,XO..XX.O.,O,3,XO.OXX.O.
354,X,7,XO.OXX.O.,X,8,XO.OXX.OX
355,O,1,.........,X,6,......X..
355,O,2,......X..,O,5,.....OX..
355,O,3,.....OX..,X,0,X....OX..
355,O,4,X....OX..,O,3,X..O.OX..
355,O,5,X..O.OX..,X,8,X..O.OX.X
355,O,6,X..O.OX.X,O,4,X..OOOX.X
356,X,1,.........,X,4,....X....
356,X,2,....X....,O,1,.O..X....
356,X,3,.O..X....,X,0,XO..X....
356,X,4,XO..X....,O,6,XO..X.O..
356,X,5,XO..X.O..,X,7,XO..X.OX.
356,X,6,XO..X.OX.,O,8,XO..X.OXO
356,X,7,XO..X.OXO,X,5,XO..XXOXO
356,X,8,XO..XXOXO,O,3,XO.OXXOXO
356,X,9,XO.OXXOXO,X,2,XOXOXXOXO
357,O,1,.........,X,4,....X....
357,O,2,....X....,O,2,..O.X....
357,O,3,..O.X....,X,7,..O.X..X.
357,O,4,..O.X..X.,O,1,.OO.X..X.
357,O,5,.OO.X..X.,X,6,.OO.X.XX.
357,O,6,.OO.X.XX.,O,0,OOO.X.XX.
358,X,1,.........,X,4,....X....
358,X,2,....X....,O,8,....X...O
358,X,3,....X...O,X,5,....XX..O
358,X,4,....XX..O,O,1,.O..XX..O
358,X,5,.O..XX..O,X,3,.O.XXX..O
359,O,1,.........,X,5,.....X...
359,O,2,.....X...,O,8,.....X..O
359,O,3,.....X..O,X,2,..X..X..O
359,O,4,..X..X..O,O,0,O.X..X..O
359,O,5,O.X..X..O,X,4,O.X.XX..O
359,O,6,O.X.XX..O,O,7,O.X.XX.OO
359,O,7,O.X.XX.OO,X,6,O.X.XXXOO
360,X,1,.........,X,4,....X....
360,X,2,....X....,O,6,....X.O..
360,X,3,....X.O..,X,8,....X.O.X
360,X,4,....X.O.X,O,5,....XOO.X
360,X,5,....XOO.X,X,0,X...XOO.X
361,O,1,.........,X,1,.X.......
361,O,2,.X.......,O,2,.XO......
361,O,3,.XO......,X,6,.XO...X..
361,O,4,.XO...X..,O,4,.XO.O.X..
361,O,5,.XO.O.X..,X,8,.XO.O.X.X
361,O,6,.XO.O.X.X,O,3,.XOOO.X.X
361,O,7,.XOOO.X.X,X,7,.XOOO.XXX
362,X,1,.........,X,4,....X....
362,X,2,....X....,O,8,....X...O
362,X,3,....X...O,X,5,....XX..O
362,X,4,....XX..O,O,1,.O..XX..O
362,X,5,.O..XX..O,X,3,.O.XXX..O
363,O,1,.........,X,7,.......X.
363,O,2,.......X.,O,0,O......X.
363,O,3,O......X.,X,4,O...X..X.
363,O,4,O...X..X.,O,2,O.O.X..X.
363,O,5,O.O.X..X.,X,8,O.O.X..XX
363,O,6,O.O.X..XX,O,1,OOO.X..XX
364,X,1,.........,X,4,....X....
364,X,2,....X....,O,6,....X.O..
364,X,3,....X.O..,X,8,....X.O.X
364,X,4,....X.O.X,O,2,..O.X.O.X
364,X,5,..O.X.O.X,X,5,..O.XXO.X
364,X,6,..O.XXO.X,O,1,.OO.XXO.X
364,X,7,.OO.XXO.X,X,0,XOO.XXO.X
365,O,1,.........,X,3,...X.....
365,O,2,...X.....,O,6,...X..O..
365,O,3,...X..O..,X,1,.X.X..O..
365,O,4,.X.X..O..,O,4,.X.XO.O..
365,O,5,.X.XO.O..,X,5,.X.XOXO..
365,O,6,.X.XOXO..,O,2,.XOXOXO..
366,X,1,.........,X,4,....X....
366,X,2,....X....,O,6,....X.O..
366,X,3,....X.O..,X,8,....X.O.X
366,X,4,....X.O.X,O,2,..O.X.O.X
366,X,5,..O.X.O.X,X,5,..O.XXO.X
366,X,6,..O.XXO.X,O,0,O.O.XXO.X
366,X,7,O.O.XXO.X,X,3,O.OXXXO.X
367,O,1,.........,X,0,X........
367,O,2,X........,O,2,X.O......
367,O,3,X.O......,X,4,X.O.X....
367,O,4,X.O.X....,O,8,X.O.X...O
367,O,5,X.O.X...O,X,5,X.O.XX..O
367,O,6,X.O.XX..O,O,1,XOO.XX..O
367,O,7,XOO.XX..O,X,7,XOO.XX.XO
367,O,8,XOO.XX.XO,O,3,XOOOXX.XO
367,O,9,XOOOXX.XO,X,6,XOOOXXXXO
368,X,1,.........,X,4,....X....
368,X,2,....X....,O,1,.O..X....
368,X,3,.O..X....,X,0,XO..X....
368,X,4,XO..X....,O,2,XOO.X....
368,X,5,XOO.X....,X,6,XOO.X.X..
368,X,6,XOO.X.X..,O,8,XOO.X.X.O
368,X,7,XOO.X.X.O,X,3,XOOXX.X.O
369,O,1,.........,X,6,......X..
369,O,2,......X..,O,5,.....OX..
369,O,3,.....OX..,X,3,...X.OX..
369,O,4,...X.OX..,O,0,O..X.OX..
369,O,5,O..X.OX..,X,2,O.XX.OX..
369,O,6,O.XX.OX..,O,1,OOXX.OX..
369,O,7,OOXX.OX..,X,8,OOXX.OX.X
369,O,8,OOXX.OX.X,O,4,OOXXOOX.X
369,O,9,OOXXOOX.X,X,7,OOXXOOXXX
370,X,1,.........,X,4,....X....
370,X,2,....X....,O,0,O...X....
370,X,3,O...X....,X,1,OX..X....
370,X,4,OX..X....,O,3,OX.OX....
370,X,5,OX.OX....,X,7,OX.OX..X.
371,O,1,.........,X,4,....X....
371,O,2,....X....,O,2,..O.X....
371,O,3,..O.X....,X,6,..O.X.X..
371,O,4,..O.X.X..,O,3,..OOX.X..
371,O,5,..OOX.X..,X,5,..OOXXX..
371,O,6,..OOXXX..,O,7,..OOXXXO.
371,O,7,..OOXXXO.,X,0,X.OOXXXO.
371,O,8,X.OOXXXO.,O,8,X.OOXXXOO
371,O,9,X.OOXXXOO,X,1,XXOOXXXOO
372,X,1,.........,X,4,....X....
372,X,2,....X....,O,8,....X...O
372,X,3,....X...O,X,5,....XX..O
372,X,4,....XX..O,O,0,O...XX..O
372,X,5,O...XX..O,X,7,O...XX.XO
372,X,6,O...XX.XO,O,6,O...XXOXO
372,X,7,O...XXOXO,X,1,OX..XXOXO
373,O,1,.........,X,7,.......X.
373,O,2,.......X.,O,0,O......X.
373,O,3,O......X.,X,1,OX.....X.
373,O,4,OX.....X.,O,4,OX..O..X.
373,O,5,OX..O..X.,X,6,OX..O.XX.
373,O,6,OX..O.XX.,O,8,OX..O.XXO
374,X,1,.........,X,4,....X....
374,X,2,....X....,O,3,...OX....
374,X,3,...OX....,X,8,...OX...X
374,X,4,...OX...X,O,6,...OX.O.X
374,X,5,...OX.O.X,X,0,X..OX.O.X
375,O,1,.........,X,1,.X.......
375,O,2,.X.......,O,2,.XO......
375,O,3,.XO......,X,5,.XO..X...
375,O,4,.XO..X...,O,8,.XO..X..O
375,O,5,.XO..X..O,X,0,XXO..X..O
375,O,6,XXO..X..O,O,4,XXO.OX..O
375,O,7,XXO.OX..O,X,7,XXO.OX.XO
375,O,8,XXO.OX.XO,O,6,XXO.OXOXO
376,X,1,.........,X,4,....X....
376,X,2,....X....,O,0,O...X....
376,X,3,O...X....,X,1,OX..X....
376,X,4,OX..X....,O,3,OX.OX....
376,X,5,OX.OX....,X,7,OX.OX..X.
377,O,1,.........,X,6,......X..
377,O,2,......X..,O,5,.....OX..
377,O,3,.....OX..,X,3,...X.OX..
377,O,4,...X.OX..,O,7,...X.OXO.
377,O,5,...X.OXO.,X,4,...XXOXO.
377,O,6,...XXOXO.,O,2,..OXXOXO.
377,O,7,..OXXOXO.,X,8,..OXXOXOX
377,O,8,..OXXOXOX,O,0,O.OXXOXOX
377,O,9,O.OXXOXOX,X,1,OXOXXOXOX
378,X,1,.........,X,4,....X....
378,X,2,....X....,O,1,.O..X....
378,X,3,.O..X....,X,0,XO..X....
378,X,4,XO..X....,O,5,XO..XO...
378,X,5,XO..XO...,X,3,XO.XXO...
378,X,6,XO.XXO...,O,8,XO.XXO..O
378,X,7,XO.XXO..O,X,6,XO.XXOX.O
379,O,1,.........,X,7,.......X.
379,O,2,.......X.,O,0,O......X.
379,O,3,O......X.,X,3,O..X...X.
379,O,4,O..X...X.,O,4,O..XO..X.
379,O,5,O..XO..X.,X,8,O..XO..XX
379,O,6,O..XO..XX,O,1,OO.XO..XX
379,O,7,OO.XO..XX,X,2,OOXXO..XX
379,O,8,OOXXO..XX,O,5,OOXXOO.XX
379,O,9,OOXXOO.XX,X,6,OOXXOOXXX
380,X,1,.........,X,4,....X....
380,X,2,....X....,O,8,....X...O
380,X,3,....X...O,X,5,....XX..O
380,X,4,....XX..O,O,1,.O..XX..O
380,X,5,.O..XX..O,X,3,.O.XXX..O
381,O,1,.........,X,2,..X......
381,O,2,..X......,O,7,..X....O.
381,O,3,..X....O.,X,6,..X...XO.
381,O,4,..X...XO.,O,4,..X.O.XO.
381,O,5,..X.O.XO.,X,3,..XXO.XO.
381,O,6,..XXO.XO.,O,0,O.XXO.XO.
381,O,7,O.XXO.XO.,X,1,OXXXO.XO.
381,O,8,OXXXO.XO.,O,8,OXXXO.XOO
382,X,1,.........,X,4,....X....
382,X,2,....X....,O,3,...OX....
382,X,3,...OX....,X,8,...OX...X
382,X,4,...OX...X,O,0,O..OX...X
382,X,5,O..OX...X,X,6,O..OX.X.X
382,X,6,O..OX.X.X,O,5,O..OXOX.X
382,X,7,O..OXOX.X,X,7,O..OXOXXX
383,O,1,.........,X,4,....X....
383,O,2,....X....,O,2,..O.X....
383,O,3,..O.X....,X,8,..O.X...X
383,O,4,..O.X...X,O,0,O.O.X...X
383,O,5,O.O.X...X,X,1,OXO.X...X
383,O,6,OXO.X...X,O,7,OXO.X..OX
383,O,7,OXO.X..OX,X,3,OXOXX..OX
383,O,8,OXOXX..OX,O,6,OXOXX.OOX
383,O,9,OXOXX.OOX,X,5,OXOXXXOOX
384,X,1,.........,X,4,....X....
384,X,2,....X....,O,8,....X...O
384,X,3,....X...O,X,5,....XX..O
384,X,4,....XX..O,O,1,.O..XX..O
384,X,5,.O..XX..O,X,3,.O.XXX..O
385,O,1,.........,X,6,......X..
385,O,2,......X..,O,5,.....OX..
385,O,3,.....OX..,X,8,.....OX.X
385,O,4,.....OX.X,O,0,O....OX.X
385,O,5,O....OX.X,X,3,O..X.OX.X
385,O,6,O..X.OX.X,O,2,O.OX.OX.X
385,O,7,O.OX.OX.X,X,7,O.OX.OXXX
386,X,1,.........,X,4,....X....
386,X,2,....X....,O,6,....X.O..
386,X,3,....X.O..,X,8,....X.O.X
386,X,4,....X.O.X,O,1,.O..X.O.X
386,X,5,.O..X.O.X,X,3,.O.XX.O.X
386,X,6,.O.XX.O.X,O,5,.O.XXOO.X
386,X,7,.O.XXOO.X,X,0,XO.XXOO.X
387,O,1,.........,X,4,....X....
387,O,2,....X....,O,2,..O.X....
387,O,3,..O.X....,X,8,..O.X...X
387,O,4,..O.X...X,O,0,O.O.X...X
387,O,5,O.O.X...X,X,1,OXO.X...X
387,O,6,OXO.X...X,O,3,OXOOX...X
387,O,7,OXOOX...X,X,7,OXOOX..XX
388,X,1,.........,X,4,....X....
388,X,2,....X....,O,1,.O..X....
388,X,3,.O..X....,X,0,XO..X....
388,X,4,XO..X....,O,2,XOO.X....
388,X,5,XOO.X....,X,6,XOO.X.X..
388,X,6,XOO.X.X..,O,8,XOO.X.X.O
388,X,7,XOO.X.X.O,X,3,XOOXX.X.O
389,O,1,.........,X,5,.....X...
389,O,2,.....X...,O,8,.....X..O
389,O,3,.....X..O,X,2,..X..X..O
389,O,4,..X..X..O,O,0,O.X..X..O
389,O,5,O.X..X..O,X,1,OXX..X..O
389,O,6,OXX..X..O,O,6,OXX..XO.O
389,O,7,OXX..XO.O,X,4,OXX.XXO.O
389,O,8,OXX.XXO.O,O,7,OXX.XXOOO
390,X,1,.........,X,4,....X....
390,X,2,....X....,O,2,..O.X....
390,X,3,..O.X....,X,1,.XO.X....
390,X,4,.XO.X....,O,3,.XOOX....
390,X,5,.XOOX....,X,5,.XOOXX...
390,X,6,.XOOXX...,O,7,.XOOXX.O.
390,X,7,.XOOXX.O.,X,0,XXOOXX.O.
390,X,8,XXOOXX.O.,O,8,XXOOXX.OO
390,X,9,XXOOXX.OO,X,6,XXOOXXXOO
391,O,1,.........,X,0,X........
391,O,2,X........,O,2,X.O......
391,O,3,X.O......,X,7,X.O....X.
391,O,4,X.O....X.,O,1,XOO....X.
391,O,5,XOO....X.,X,5,XOO..X.X.
391,O,6,XOO..X.X.,O,4,XOO.OX.X.
391,O,7,XOO.OX.X.,X,6,XOO.OXXX.
391,O,8,XOO.OXXX.,O,8,XOO.OXXXO
391,O,9,XOO.OXXXO,X,3,XOOXOXXXO
392,X,1,.........,X,4,....X....
392,X,2,....X....,O,5,....XO...
392,X,3,....XO...,X,8,....XO..X
392,X,4,....XO..X,O,3,...OXO..X
392,X,5,...OXO..X,X,0,X..OXO..X
393,O,1,.........,X,6,......X..
393,O,2,......X..,O,5,.....OX..
393,O,3,.....OX..,X,2,..X..OX..
393,O,4,..X..OX..,O,3,..XO.OX..
393,O,5,..XO.OX..,X,0,X.XO.OX..
393,O,6,X.XO.OX..,O,4,X.XOOOX..
394,X,1,.........,X,4,....X....
394,X,2,....X....,O,6,....X.O..
394,X,3,....X.O..,X,8,....X.O.X
394,X,4,....X.O.X,O,1,.O..X.O.X
394,X,5,.O..X.O.X,X,3,.O.XX.O.X
394,X,6,.O.XX.O.X,O,7,.O.XX.OOX
394,X,7,.O.XX.OOX,X,2,.OXXX.OOX
394,X,8,.OXXX.OOX,O,0,OOXXX.OOX
394,X,9,OOXXX.OOX,X,5,OOXXXXOOX
395,O,1,.........,X,8,........X
395,O,2,........X,O,4,....O...X
395,O,3,....O...X,X,3,...XO...X
395,O,4,...XO...X,O,7,...XO..OX
395,O,5,...XO..OX,X,1,.X.XO..OX
395,O,6,.X.XO..OX,O,2,.XOXO..OX
395,O,7,.XOXO..OX,X,0,XXOXO..OX
395,O,8,XXOXO..OX,O,6,XXOXO.OOX
396,X,1,.........,X,4,....X....
396,X,2,....X....,O,7,....X..O.
396,X,3,....X..O.,X,5,....XX.O.
396,X,4,....XX.O.,O,0,O...XX.O.
396,X,5,O...XX.O.,X,3,O..XXX.O.
397,O,1,.........,X,2,..X......
397,O,2,..X......,O,7,..X....O.
397,O,3,..X....O.,X,3,..XX...O.
397,O,4,..XX...O.,O,5,..XX.O.O.
397,O,5,..XX.O.O.,X,4,..XXXO.O.
397,O,6,..XXXO.O.,O,6,..XXXOOO.
397,O,7,..XXXOOO.,X,0,X.XXXOOO.
397,O,8,X.XXXOOO.,O,8,X.XXXOOOO
398,X,1,.........,X,4,....X....
398,X,2,....X....,O,2,..O.X....
398,X,3,..O.X....,X,1,.XO.X....
398,X,4,.XO.X....,O,7,.XO.X..O.
398,X,5,.XO.X..O.,X,5,.XO.XX.O.
398,X,6,.XO.XX.O.,O,8,.XO.XX.OO
398,X,7,.XO.XX.OO,X,6,.XO.XXXOO
398,X,8,.XO.XXXOO,O,3,.XOOXXXOO
398,X,9,.XOOXXXOO,X,0,XXOOXXXOO
399,O,1,.........,X,4,....X....
399,O,2,....X....,O,2,..O.X....
399,O,3,..O.X....,X,8,..O.X...X
399,O,4,..O.X...X,O,0,O.O.X...X
399,O,5,O.O.X...X,X,1,OXO.X...X
399,O,6,OXO.X...X,O,7,OXO.X..OX
399,O,7,OXO.X..OX,X,6,OXO.X.XOX
399,O,8,OXO.X.XOX,O,5,OXO.XOXOX
399,O,9,OXO.XOXOX,X,3,OXOXXOXOX
400,X,1,.........,X,4,....X....
400,X,2,....X....,O,1,.O..X....
400,X,3,.O..X....,X,0,XO..X....
400,X,4,XO..X....,O,2,XOO.X....
400,X,5,XOO.X....,X,6,XOO.X.X..
400,X,6,XOO.X.X..,O,7,XOO.X.XO.
400,X,7,XOO.X.XO.,X,5,XOO.XXXO.
400,X,8,XOO.XXXO.,O,3,XOOOXXXO.
400,X,9,XOOOXXXO.,X,8,XOOOXXXOX
401,O,1,.........,X,4,....X....
401,O,2,....X....,O,2,..O.X....
401,O,3,..O.X....,X,7,..O.X..X.
401,O,4,..O.X..X.,O,1,.OO.X..X.
401,O,5,.OO.X..X.,X,3,.OOXX..X.
401,O,6,.OOXX..X.,O,0,OOOXX..X.
402,X,1,.........,X,4,....X....
402,X,2,....X....,O,5,....XO...
402,X,3,....XO...,X,8,....XO..X
402,X,4,....XO..X,O,0,O...XO..X
402,X,5,O...XO..X,X,2,O.X.XO..X
402,X,6,O.X.XO..X,O,1,OOX.XO..X
402,X,7,OOX.XO..X,X,6,OOX.XOX.X
403,O,1,.........,X,7,.......X.
403,O,2,.......X.,O,0,O......X.
403,O,3,O......X.,X,1,OX.....X.
403,O,4,OX.....X.,O,4,OX..O..X.
403,O,5,OX..O..X.,X,6,OX..O.XX.
403,O,6,OX..O.XX.,O,8,OX..O.XXO
404,X,1,.........,X,4,....X....
404,X,2,....X....,O,3,...OX....
404,X,3,...OX....,X,8,...OX...X
404,X,4,...OX...X,O,7,...OX..OX
404,X,5,...OX..OX,X,6,...OX.XOX
404,X,6,...OX.XOX,O,5,...OXOXOX
404,X,7,...OXOXOX,X,0,X..OXOXOX
405,O,1,.........,X,5,.....X...
405,O,2,.....X...,O,8,.....X..O
405,O,3,.....X..O,X,0,X....X..O
405,O,4,X....X..O,O,7,X....X.OO
405,O,5,X....X.OO,X,6,X....XXOO
405,O,6,X....XXOO,O,2,X.O..XXOO
405,O,7,X.O..XXOO,X,1,XXO..XXOO
405,O,8,XXO..XXOO,O,4,XXO.OXXOO
405,O,9,XXO.OXXOO,X,3,XXOXOXXOO
406,X,1,.........,X,4,....X....
406,X,2,....X....,O,3,...OX....
406,X,3,...OX....,X,8,...OX...X
406,X,4,...OX...X,O,6,...OX.O.X
406,X,5,...OX.O.X,X,0,X..OX.O.X
407,O,1,.........,X,6,......X..
407,O,2,......X..,O,5,.....OX..
407,O,3,.....OX..,X,3,...X.OX..
407,O,4,...X.OX..,O,7,...X.OXO.
407,O,5,...X.OXO.,X,4,...XXOXO.
407,O,6,...XXOXO.,O,1,.O.XXOXO.
407,O,7,.O.XXOXO.,X,0,XO.XXOXO.
408,X,1,.........,X,4,....X....
408,X,2,....X....,O,5,....XO...
408,X,3,....XO...,X,8,....XO..X
408,X,4,....XO..X,O,0,O...XO..X
408,X,5,O...XO..X,X,2,O.X.XO..X
408,X,6,O.X.XO..X,O,1,OOX.XO..X
408,X,7,OOX.XO..X,X,6,OOX.XOX.X
409,O,1,.........,X,3,...X.....
409,O,2,...X.....,O,6,...X..O..
409,O,3,...X..O..,X,5,...X.XO..
409,O,4,...X.XO..,O,4,...XOXO..
409,O,5,...XOXO..,X,8,...XOXO.X
409,O,6,...XOXO.X,O,2,..OXOXO.X
410,X,1,.........,X,4,....X....
410,X,2,....X....,O,7,....X..O.
410,X,3,....X..O.,X,5,....XX.O.
410,X,4,....XX.O.,O,2,..O.XX.O.
410,X,5,..O.XX.O.,X,6,..O.XXXO.
410,X,6,..O.XXXO.,O,3,..OOXXXO.
410,X,7,..OOXXXO.,X,8,..OOXXXOX
410,X,8,..OOXXXOX,O,1,.OOOXXXOX
410,X,9,.OOOXXXOX,X,0,XOOOXXXOX
411,O,1,.........,X,1,.X.......
411,O,2,.X.......,O,2,.XO......
411,O,3,.XO......,X,8,.XO.....X
411,O,4,.XO.....X,O,4,.XO.O...X
411,O,5,.XO.O...X,X,0,XXO.O...X
411,O,6,XXO.O...X,O,5,XXO.OO..X
411,O,7,XXO.OO..X,X,6,XXO.OOX.X
411,O,8,XXO.OOX.X,O,3,XXOOOOX.X
412,X,1,.........,X,4,....X....
412,X,2,....X....,O,2,..O.X....
412,X,3,..O.X....,X,1,.XO.X....
412,X,4,.XO.X....,O,6,.XO.X.O..
412,X,5,.XO.X.O..,X,8,.XO.X.O.X
